trip_id,arrival_time,departure_time,stop_id,stop_sequence
KRL00007,05:41:30,05:42:00,PCN,17
KRL00007,05:43:30,05:44:00,DPB,18
KRL00007,05:45:30,05:46:00,DPK,19
KRL00007,05:47:30,05:48:00,CTY,20
KRL00007,05:49:30,05:50:00,BJG,21
KRL00007,05:51:30,05:52:00,CLB,22
KRL00007,05:54:00,05:54:30,BGR,23
KRL00008,05:15:00,05:15:30,JKT,1
KRL00008,05:17:00,05:17:30,JAY,2
KRL00008,05:19:00,05:19:30,MGB,3
KRL00008,05:21:00,05:21:30,SWB,4
KRL00008,05:23:00,05:23:30,JUD,5
KRL00008,05:25:30,05:26:00,GDG,6
KRL00008,05:28:00,05:28:30,CKN,7
KRL00008,05:30:30,05:31:00,MRI,8
KRL00008,05:32:30,05:33:00,TBT,9
KRL00008,05:35:00,05:35:30,CAW,10
KRL00008,05:38:30,05:39:00,PSM,11
KRL00008,05:40:30,05:41:00,PSMB,12
KRL00008,05:42:30,05:43:00,TJB,13
KRL00008,05:44:30,05:45:00,LTA,14
KRL00008,05:46:30,05:47:00,UPM,15
KRL00008,05:49:00,05:49:30,UI,16
KRL00008,05:51:30,05:52:00,PCN,17
KRL00008,05:53:30,05:54:00,DPB,18
KRL00008,05:55:30,05:56:00,DPK,19
KRL00008,05:57:30,05:58:00,CTY,20
KRL00008,05:59:30,06:00:00,BJG,21
KRL00008,06:01:30,06:02:00,CLB,22
KRL00008,06:04:00,06:04:30,BGR,23
KRL00009,05:25:00,05:25:30,JKT,1
KRL00009,05:27:00,05:27:30,JAY,2
KRL00009,05:29:00,05:29:30,MGB,3
KRL00009,05:31:00,05:31:30,SWB,4
KRL00009,05:33:00,05:33:30,JUD,5
KRL00009,05:35:30,05:36:00,GDG,6
KRL00009,05:38:00,05:38:30,CKN,7
KRL00009,05:40:30,05:41:00,MRI,8
KRL00009,05:42:30,05:43:00,TBT,9
KRL00009,05:45:00,05:45:30,CAW,10
KRL00009,05:48:30,05:49:00,PSM,11
KRL00009,05:50:30,05:51:00,PSMB,12
KRL00009,05:52:30,05:53:00,TJB,13
KRL00009,05:54:30,05:55:00,LTA,14
KRL00009,05:56:30,05:57:00,UPM,15
KRL00009,05:59:00,05:59:30,UI,16
KRL00009,06:01:30,06:02:00,PCN,17
KRL00009,06:03:30,06:04:00,DPB,18
KRL00009,06:05:30,06:06:00,DPK,19
KRL00009,06:07:30,06:08:00,CTY,20
KRL00009,06:09:30,06:10:00,BJG,21
KRL00009,06:11:30,06:12:00,CLB,22
KRL00009,06:14:00,06:14:30,BGR,23
KRL00010,05:35:00,05:35:30,JKT,1
KRL00010,05:37:00,05:37:30,JAY,2
KRL00010,05:39:00,05:39:30,MGB,3
KRL00010,05:41:00,05:41:30,SWB,4
KRL00010,05:43:00,05:43:30,JUD,5
KRL00010,05:45:30,05:46:00,GDG,6
KRL00010,05:48:00,05:48:30,CKN,7
KRL00010,05:50:30,05:51:00,MRI,8
KRL00010,05:52:30,05:53:00,TBT,9
KRL00010,05:55:00,05:55:30,CAW,10
KRL00010,05:58:30,05:59:00,PSM,11
KRL00010,06:00:30,06:01:00,PSMB,12
KRL00010,06:02:30,06:03:00,TJB,13
KRL00010,06:04:30,06:05:00,LTA,14
KRL00010,06:06:30,06:07:00,UPM,15
KRL00010,06:09:00,06:09:30,UI,16
KRL00010,06:11:30,06:12:00,PCN,17
KRL00010,06:13:30,06:14:00,DPB,18
KRL00010,06:15:30,06:16:00,DPK,19
KRL00010,06:17:30,06:18:00,CTY,20
KRL00010,06:19:30,06:20:00,BJG,21
KRL00010,06:21:30,06:22:00,CLB,22
KRL00010,06:24:00,06:24:30,BGR,23
KRL00011,05:45:00,05:45:30,JKT,1
KRL00011,05:47:00,05:47:30,JAY,2
KRL00011,05:49:00,05:49:30,MGB,3
KRL00011,05:51:00,05:51:30,SWB,4
KRL00011,05:53:00,05:53:30,JUD,5
KRL00011,05:55:30,05:56:00,GDG,6
KRL00011,05:58:00,05:58:30,CKN,7
KRL00011,06:00:30,06:01:00,MRI,8
KRL00011,06:02:30,06:03:00,TBT,9
KRL00011,06:05:00,06:05:30,CAW,10
KRL00011,06:08:30,06:09:00,PSM,11
KRL00011,06:10:30,06:11:00,PSMB,12
KRL00011,06:12:30,06:13:00,TJB,13
KRL00011,06:14:30,06:15:00,LTA,14
KRL00011,06:16:30,06:17:00,UPM,15
KRL00011,06:19:00,06:19:30,UI,16
KRL00011,06:21:30,06:22:00,PCN,17
KRL00011,06:23:30,06:24:00,DPB,18
KRL00011,06:25:30,06:26:00,DPK,19
KRL00011,06:27:30,06:28:00,CTY,20
KRL00011,06:29:30,06:30:00,BJG,21
KRL00011,06:31:30,06:32:00,CLB,22
KRL00011,06:34:00,06:34:30,BGR,23
KRL00012,05:55:00,05:55:30,JKT,1
KRL00012,05:57:00,05:57:30,JAY,2
KRL00012,05:59:00,05:59:30,MGB,3
KRL00012,06:01:00,06:01:30,SWB,4
KRL00012,06:03:00,06:03:30,JUD,5
KRL00012,06:05:30,06:06:00,GDG,6
KRL00012,06:08:00,06:08:30,CKN,7
KRL00012,06:10:30,06:11:00,MRI,8
KRL00012,06:12:30,06:13:00,TBT,9
KRL00012,06:15:00,06:15:30,CAW,10
KRL00012,06:18:30,06:19:00,PSM,11
KRL00012,06:20:30,06:21:00,PSMB,12
KRL00012,06:22:30,06:23:00,TJB,13
KRL00012,06:24:30,06:25:00,LTA,14
KRL00012,06:26:30,06:27:00,UPM,15
KRL00012,06:29:00,06:29:30,UI,16
KRL00012,06:31:30,06:32:00,PCN,17
KRL00012,06:33:30,06:34:00,DPB,18
KRL00012,06:35:30,06:36:00,DPK,19
KRL00012,06:37:30,06:38:00,CTY,20
KRL00012,06:39:30,06:40:00,BJG,21
KRL00012,06:41:30,06:42:00,CLB,22
KRL00012,06:44:00,06:44:30,BGR,23
KRL00013,06:05:00,06:05:30,JKT,1
KRL00013,06:07:00,06:07:30,JAY,2
KRL00013,06:09:00,06:09:30,MGB,3
KRL00013,06:11:00,06:11:30,SWB,4
KRL00013,06:13:00,06:13:30,JUD,5
KRL00013,06:15:30,06:16:00,GDG,6
KRL00013,06:18:00,06:18:30,CKN,7
KRL00013,06:20:30,06:21:00,MRI,8
KRL00013,06:22:30,06:23:00,TBT,9
KRL00013,06:25:00,06:25:30,CAW,10
KRL00013,06:28:30,06:29:00,PSM,11
KRL00013,06:30:30,06:31:00,PSMB,12
KRL00013,06:32:30,06:33:00,TJB,13
KRL00013,06:34:30,06:35:00,LTA,14
KRL00013,06:36:30,06:37:00,UPM,15
KRL00013,06:39:00,06:39:30,UI,16
KRL00013,06:41:30,06:42:00,PCN,17
KRL00013,06:43:30,06:44:00,DPB,18
KRL00013,06:45:30,06:46:00,DPK,19
KRL00013,06:47:30,06:48:00,CTY,20
KRL00013,06:49:30,06:50:00,BJG,21
KRL00013,06:51:30,06:52:00,CLB,22
KRL00013,06:54:00,06:54:30,BGR,23
KRL00014,06:15:00,06:15:30,JKT,1
KRL00014,06:17:00,06:17:30,JAY,2
KRL00014,06:19:00,06:19:30,MGB,3
KRL00014,06:21:00,06:21:30,SWB,4
KRL00014,06:23:00,06:23:30,JUD,5
KRL00014,06:25:30,06:26:00,GDG,6
KRL00014,06:28:00,06:28:30,CKN,7
KRL00014,06:30:30,06:31:00,MRI,8
KRL00014,06:32:30,06:33:00,TBT,9
KRL00014,06:35:00,06:35:30,CAW,10
KRL00014,06:38:30,06:39:00,PSM,11
KRL00014,06:40:30,06:41:00,PSMB,12
KRL00014,06:42:30,06:43:00,TJB,13
KRL00014,06:44:30,06:45:00,LTA,14
KRL00014,06:46:30,06:47:00,UPM,15
KRL00014,06:49:00,06:49:30,UI,16
KRL00014,06:51:30,06:52:00,PCN,17
KRL00014,06:53:30,06:54:00,DPB,18
KRL00014,06:55:30,06:56:00,DPK,19
KRL00014,06:57:30,06:58:00,CTY,20
KRL00014,06:59:30,07:00:00,BJG,21
KRL00014,07:01:30,07:02:00,CLB,22
KRL00014,07:04:00,07:04:30,BGR,23
KRL00015,06:25:00,06:25:30,JKT,1
KRL00015,06:27:00,06:27:30,JAY,2
KRL00015,06:29:00,06:29:30,MGB,3
KRL00015,06:31:00,06:31:30,SWB,4
KRL00015,06:33:00,06:33:30,JUD,5
KRL00015,06:35:30,06:36:00,GDG,6
KRL00015,06:38:00,06:38:30,CKN,7
KRL00015,06:40:30,06:41:00,MRI,8
KRL00015,06:42:30,06:43:00,TBT,9
KRL00015,06:45:00,06:45:30,CAW,10
KRL00015,06:48:30,06:49:00,PSM,11
KRL00015,06:50:30,06:51:00,PSMB,12
KRL00015,06:52:30,06:53:00,TJB,13
KRL00015,06:54:30,06:55:00,LTA,14
KRL00015,06:56:30,06:57:00,UPM,15
KRL00015,06:59:00,06:59:30,UI,16
KRL00015,07:01:30,07:02:00,PCN,17
KRL00015,07:03:30,07:04:00,DPB,18
KRL00015,07:05:30,07:06:00,DPK,19
KRL00015,07:07:30,07:08:00,CTY,20
KRL00015,07:09:30,07:10:00,BJG,21
KRL00015,07:11:30,07:12:00,CLB,22
KRL00015,07:14:00,07:14:30,BGR,23
KRL00016,06:35:00,06:35:30,JKT,1
KRL00016,06:37:00,06:37:30,JAY,2
KRL00016,06:39:00,06:39:30,MGB,3
KRL00016,06:41:00,06:41:30,SWB,4
KRL00016,06:43:00,06:43:30,JUD,5
KRL00016,06:45:30,06:46:00,GDG,6
KRL00016,06:48:00,06:48:30,CKN,7
KRL00016,06:50:30,06:51:00,MRI,8
KRL00016,06:52:30,06:53:00,TBT,9
KRL00016,06:55:00,06:55:30,CAW,10
KRL00016,06:58:30,06:59:00,PSM,11
KRL00016,07:00:30,07:01:00,PSMB,12
KRL00016,07:02:30,07:03:00,TJB,13
KRL00016,07:04:30,07:05:00,LTA,14
KRL00016,07:06:30,07:07:00,UPM,15
KRL00016,07:09:00,07:09:30,UI,16
KRL00016,07:11:30,07:12:00,PCN,17
KRL00016,07:13:30,07:14:00,DPB,18
KRL00016,07:15:30,07:16:00,DPK,19
KRL00016,07:17:30,07:18:00,CTY,20
KRL00016,07:19:30,07:20:00,BJG,21
KRL00016,07:21:30,07:22:00,CLB,22
KRL00016,07:24:00,07:24:30,BGR,23
KRL00017,06:45:00,06:45:30,JKT,1
KRL00017,06:47:00,06:47:30,JAY,2
KRL00017,06:49:00,06:49:30,MGB,3
KRL00017,06:51:00,06:51:30,SWB,4
KRL00017,06:53:00,06:53:30,JUD,5
KRL00017,06:55:30,06:56:00,GDG,6
KRL00017,06:58:00,06:58:30,CKN,7
KRL00017,07:00:30,07:01:00,MRI,8
KRL00017,07:02:30,07:03:00,TBT,9
KRL00017,07:05:00,07:05:30,CAW,10
KRL00017,07:08:30,07:09:00,PSM,11
KRL00017,07:10:30,07:11:00,PSMB,12
KRL00017,07:12:30,07:13:00,TJB,13
KRL00017,07:14:30,07:15:00,LTA,14
KRL00017,07:16:30,07:17:00,UPM,15
KRL00017,07:19:00,07:19:30,UI,16
KRL00017,07:21:30,07:22:00,PCN,17
KRL00017,07:23:30,07:24:00,DPB,18
KRL00017,07:25:30,07:26:00,DPK,19
KRL00017,07:27:30,07:28:00,CTY,20
KRL00017,07:29:30,07:30:00,BJG,21
KRL00017,07:31:30,07:32:00,CLB,22
KRL00017,07:34:00,07:34:30,BGR,23
KRL00018,06:55:00,06:55:30,JKT,1
KRL00018,06:57:00,06:57:30,JAY,2
KRL00018,06:59:00,06:59:30,MGB,3
KRL00018,07:01:00,07:01:30,SWB,4
KRL00018,07:03:00,07:03:30,JUD,5
KRL00018,07:05:30,07:06:00,GDG,6
KRL00018,07:08:00,07:08:30,CKN,7
KRL00018,07:10:30,07:11:00,MRI,8
KRL00018,07:12:30,07:13:00,TBT,9
KRL00018,07:15:00,07:15:30,CAW,10
KRL00018,07:18:30,07:19:00,PSM,11
KRL00018,07:20:30,07:21:00,PSMB,12
KRL00018,07:22:30,07:23:00,TJB,13
KRL00018,07:24:30,07:25:00,LTA,14
KRL00018,07:26:30,07:27:00,UPM,15
KRL00018,07:29:00,07:29:30,UI,16
KRL00018,07:31:30,07:32:00,PCN,17
KRL00018,07:33:30,07:34:00,DPB,18
KRL00018,07:35:30,07:36:00,DPK,19
KRL00018,07:37:30,07:38:00,CTY,20
KRL00018,07:39:30,07:40:00,BJG,21
KRL00018,07:41:30,07:42:00,CLB,22
KRL00018,07:44:00,07:44:30,BGR,23
KRL00019,07:05:00,07:05:30,JKT,1
KRL00019,07:07:00,07:07:30,JAY,2
KRL00019,07:09:00,07:09:30,MGB,3
KRL00019,07:11:00,07:11:30,SWB,4
KRL00019,07:13:00,07:13:30,JUD,5
KRL00019,07:15:30,07:16:00,GDG,6
KRL00019,07:18:00,07:18:30,CKN,7
KRL00019,07:20:30,07:21:00,MRI,8
KRL00019,07:22:30,07:23:00,TBT,9
KRL00019,07:25:00,07:25:30,CAW,10
KRL00019,07:28:30,07:29:00,PSM,11
KRL00019,07:30:30,07:31:00,PSMB,12
KRL00019,07:32:30,07:33:00,TJB,13
KRL00019,07:34:30,07:35:00,LTA,14
KRL00019,07:36:30,07:37:00,UPM,15
KRL00019,07:39:00,07:39:30,UI,16
KRL00019,07:41:30,07:42:00,PCN,17
KRL00019,07:43:30,07:44:00,DPB,18
KRL00019,07:45:30,07:46:00,DPK,19
KRL00019,07:47:30,07:48:00,CTY,20
KRL00019,07:49:30,07:50:00,BJG,21
KRL00019,07:51:30,07:52:00,CLB,22
KRL00019,07:54:00,07:54:30,BGR,23
KRL00020,07:15:00,07:15:30,JKT,1
KRL00020,07:17:00,07:17:30,JAY,2
KRL00020,07:19:00,07:19:30,MGB,3
KRL00020,07:21:00,07:21:30,SWB,4
KRL00020,07:23:00,07:23:30,JUD,5
KRL00020,07:25:30,07:26:00,GDG,6
KRL00020,07:28:00,07:28:30,CKN,7
KRL00020,07:30:30,07:31:00,MRI,8
KRL00020,07:32:30,07:33:00,TBT,9
KRL00020,07:35:00,07:35:30,CAW,10
KRL00020,07:38:30,07:39:00,PSM,11
KRL00020,07:40:30,07:41:00,PSMB,12
KRL00020,07:42:30,07:43:00,TJB,13
KRL00020,07:44:30,07:45:00,LTA,14
KRL00020,07:46:30,07:47:00,UPM,15
KRL00020,07:49:00,07:49:30,UI,16
KRL00020,07:51:30,07:52:00,PCN,17
KRL00020,07:53:30,07:54:00,DPB,18
KRL00020,07:55:30,07:56:00,DPK,19
KRL00020,07:57:30,07:58:00,CTY,20
KRL00020,07:59:30,08:00:00,BJG,21
KRL00020,08:01:30,08:02:00,CLB,22
KRL00020,08:04:00,08:04:30,BGR,23
KRL00021,07:25:00,07:25:30,JKT,1
KRL00021,07:27:00,07:27:30,JAY,2
KRL00021,07:29:00,07:29:30,MGB,3
KRL00021,07:31:00,07:31:30,SWB,4
KRL00021,07:33:00,07:33:30,JUD,5
KRL00021,07:35:30,07:36:00,GDG,6
KRL00021,07:38:00,07:38:30,CKN,7
KRL00021,07:40:30,07:41:00,MRI,8
KRL00021,07:42:30,07:43:00,TBT,9
KRL00021,07:45:00,07:45:30,CAW,10
KRL00021,07:48:30,07:49:00,PSM,11
KRL00021,07:50:30,07:51:00,PSMB,12
KRL00021,07:52:30,07:53:00,TJB,13
KRL00021,07:54:30,07:55:00,LTA,14
KRL00021,07:56:30,07:57:00,UPM,15
KRL00021,07:59:00,07:59:30,UI,16
KRL00021,08:01:30,08:02:00,PCN,17
KRL00021,08:03:30,08:04:00,DPB,18
KRL00021,08:05:30,08:06:00,DPK,19
KRL00021,08:07:30,08:08:00,CTY,20
KRL00021,08:09:30,08:10:00,BJG,21
KRL00021,08:11:30,08:12:00,CLB,22
KRL00021,08:14:00,08:14:30,BGR,23
KRL00022,07:35:00,07:35:30,JKT,1
KRL00022,07:37:00,07:37:30,JAY,2
KRL00022,07:39:00,07:39:30,MGB,3
KRL00022,07:41:00,07:41:30,SWB,4
KRL00022,07:43:00,07:43:30,JUD,5
KRL00022,07:45:30,07:46:00,GDG,6
KRL00022,07:48:00,07:48:30,CKN,7
KRL00022,07:50:30,07:51:00,MRI,8
KRL00022,07:52:30,07:53:00,TBT,9
KRL00022,07:55:00,07:55:30,CAW,10
KRL00022,07:58:30,07:59:00,PSM,11
KRL00022,08:00:30,08:01:00,PSMB,12
KRL00022,08:02:30,08:03:00,TJB,13
KRL00022,08:04:30,08:05:00,LTA,14
KRL00022,08:06:30,08:07:00,UPM,15
KRL00022,08:09:00,08:09:30,UI,16
KRL00022,08:11:30,08:12:00,PCN,17
KRL00022,08:13:30,08:14:00,DPB,18
KRL00022,08:15:30,08:16:00,DPK,19
KRL00022,08:17:30,08:18:00,CTY,20
KRL00022,08:19:30,08:20:00,BJG,21
KRL00022,08:21:30,08:22:00,CLB,22
KRL00022,08:24:00,08:24:30,BGR,23
KRL00023,07:45:00,07:45:30,JKT,1
KRL00023,07:47:00,07:47:30,JAY,2
KRL00023,07:49:00,07:49:30,MGB,3
KRL00023,07:51:00,07:51:30,SWB,4
KRL00023,07:53:00,07:53:30,JUD,5
KRL00023,07:55:30,07:56:00,GDG,6
KRL00023,07:58:00,07:58:30,CKN,7
KRL00023,08:00:30,08:01:00,MRI,8
KRL00023,08:02:30,08:03:00,TBT,9
KRL00023,08:05:00,08:05:30,CAW,10
KRL00023,08:08:30,08:09:00,PSM,11
KRL00023,08:10:30,08:11:00,PSMB,12
KRL00023,08:12:30,08:13:00,TJB,13
KRL00023,08:14:30,08:15:00,LTA,14
KRL00023,08:16:30,08:17:00,UPM,15
KRL00023,08:19:00,08:19:30,UI,16
KRL00023,08:21:30,08:22:00,PCN,17
KRL00023,08:23:30,08:24:00,DPB,18
KRL00023,08:25:30,08:26:00,DPK,19
KRL00023,08:27:30,08:28:00,CTY,20
KRL00023,08:29:30,08:30:00,BJG,21
KRL00023,08:31:30,08:32:00,CLB,22
KRL00023,08:34:00,08:34:30,BGR,23
KRL00024,07:55:00,07:55:30,JKT,1
KRL00024,07:57:00,07:57:30,JAY,2
KRL00024,07:59:00,07:59:30,MGB,3
KRL00024,08:01:00,08:01:30,SWB,4
KRL00024,08:03:00,08:03:30,JUD,5
KRL00024,08:05:30,08:06:00,GDG,6
KRL00024,08:08:00,08:08:30,CKN,7
KRL00024,08:10:30,08:11:00,MRI,8
KRL00024,08:12:30,08:13:00,TBT,9
KRL00024,08:15:00,08:15:30,CAW,10
KRL00024,08:18:30,08:19:00,PSM,11
KRL00024,08:20:30,08:21:00,PSMB,12
KRL00024,08:22:30,08:23:00,TJB,13
KRL00024,08:24:30,08:25:00,LTA,14
KRL00024,08:26:30,08:27:00,UPM,15
KRL00024,08:29:00,08:29:30,UI,16
KRL00024,08:31:30,08:32:00,PCN,17
KRL00024,08:33:30,08:34:00,DPB,18
KRL00024,08:35:30,08:36:00,DPK,19
KRL00024,08:37:30,08:38:00,CTY,20
KRL00024,08:39:30,08:40:00,BJG,21
KRL00024,08:41:30,08:42:00,CLB,22
KRL00024,08:44:00,08:44:30,BGR,23
KRL00025,08:05:00,08:05:30,JKT,1
KRL00025,08:07:00,08:07:30,JAY,2
KRL00025,08:09:00,08:09:30,MGB,3
KRL00025,08:11:00,08:11:30,SWB,4
KRL00025,08:13:00,08:13:30,JUD,5
KRL00025,08:15:30,08:16:00,GDG,6
KRL00025,08:18:00,08:18:30,CKN,7
KRL00025,08:20:30,08:21:00,MRI,8
KRL00025,08:22:30,08:23:00,TBT,9
KRL00025,08:25:00,08:25:30,CAW,10
KRL00025,08:28:30,08:29:00,PSM,11
KRL00025,08:30:30,08:31:00,PSMB,12
KRL00025,08:32:30,08:33:00,TJB,13
KRL00025,08:34:30,08:35:00,LTA,14
KRL00025,08:36:30,08:37:00,UPM,15
KRL00025,08:39:00,08:39:30,UI,16
KRL00025,08:41:30,08:42:00,PCN,17
KRL00025,08:43:30,08:44:00,DPB,18
KRL00025,08:45:30,08:46:00,DPK,19
KRL00025,08:47:30,08:48:00,CTY,20
KRL00025,08:49:30,08:50:00,BJG,21
KRL00025,08:51:30,08:52:00,CLB,22
KRL00025,08:54:00,08:54:30,BGR,23
KRL00026,08:15:00,08:15:30,JKT,1
KRL00026,08:17:00,08:17:30,JAY,2
KRL00026,08:19:00,08:19:30,MGB,3
KRL00026,08:21:00,08:21:30,SWB,4
KRL00026,08:23:00,08:23:30,JUD,5
KRL00026,08:25:30,08:26:00,GDG,6
