trip_id,arrival_time,departure_time,stop_id,stop_sequence
T0004,05:45:00,05:45:30,M08,8
T0004,05:47:00,05:47:30,M09,9
T0004,05:50:00,05:50:30,M10,10
T0004,05:52:00,05:52:30,M11,11
T0004,05:54:00,05:54:30,M12,12
T0004,05:56:00,05:56:30,M13,13
T0005,05:40:00,05:40:30,M01,1
T0005,05:42:30,05:43:00,M02,2
T0005,05:44:30,05:45:00,M03,3
T0005,05:46:30,05:47:00,M04,4
T0005,05:48:30,05:49:00,M05,5
T0005,05:50:30,05:51:00,M06,6
T0005,05:52:30,05:53:00,M07,7
T0005,05:55:00,05:55:30,M08,8
T0005,05:57:00,05:57:30,M09,9
T0005,06:00:00,06:00:30,M10,10
T0005,06:02:00,06:02:30,M11,11
T0005,06:04:00,06:04:30,M12,12
T0005,06:06:00,06:06:30,M13,13
T0006,05:50:00,05:50:30,M01,1
T0006,05:52:30,05:53:00,M02,2
T0006,05:54:30,05:55:00,M03,3
T0006,05:56:30,05:57:00,M04,4
T0006,05:58:30,05:59:00,M05,5
T0006,06:00:30,06:01:00,M06,6
T0006,06:02:30,06:03:00,M07,7
T0006,06:05:00,06:05:30,M08,8
T0006,06:07:00,06:07:30,M09,9
T0006,06:10:00,06:10:30,M10,10
T0006,06:12:00,06:12:30,M11,11
T0006,06:14:00,06:14:30,M12,12
T0006,06:16:00,06:16:30,M13,13
T0007,06:00:00,06:00:30,M01,1
T0007,06:02:30,06:03:00,M02,2
T0007,06:04:30,06:05:00,M03,3
T0007,06:06:30,06:07:00,M04,4
T0007,06:08:30,06:09:00,M05,5
T0007,06:10:30,06:11:00,M06,6
T0007,06:12:30,06:13:00,M07,7
T0007,06:15:00,06:15:30,M08,8
T0007,06:17:00,06:17:30,M09,9
T0007,06:20:00,06:20:30,M10,10
T0007,06:22:00,06:22:30,M11,11
T0007,06:24:00,06:24:30,M12,12
T0007,06:26:00,06:26:30,M13,13
T0008,06:10:00,06:10:30,M01,1
T0008,06:12:30,06:13:00,M02,2
T0008,06:14:30,06:15:00,M03,3
T0008,06:16:30,06:17:00,M04,4
T0008,06:18:30,06:19:00,M05,5
T0008,06:20:30,06:21:00,M06,6
T0008,06:22:30,06:23:00,M07,7
T0008,06:25:00,06:25:30,M08,8
T0008,06:27:00,06:27:30,M09,9
T0008,06:30:00,06:30:30,M10,10
T0008,06:32:00,06:32:30,M11,11
T0008,06:34:00,06:34:30,M12,12
T0008,06:36:00,06:36:30,M13,13
T0009,06:20:00,06:20:30,M01,1
T0009,06:22:30,06:23:00,M02,2
T0009,06:24:30,06:25:00,M03,3
T0009,06:26:30,06:27:00,M04,4
T0009,06:28:30,06:29:00,M05,5
T0009,06:30:30,06:31:00,M06,6
T0009,06:32:30,06:33:00,M07,7
T0009,06:35:00,06:35:30,M08,8
T0009,06:37:00,06:37:30,M09,9
T0009,06:40:00,06:40:30,M10,10
T0009,06:42:00,06:42:30,M11,11
T0009,06:44:00,06:44:30,M12,12
T0009,06:46:00,06:46:30,M13,13
T0010,06:30:00,06:30:30,M01,1
T0010,06:32:30,06:33:00,M02,2
T0010,06:34:30,06:35:00,M03,3
T0010,06:36:30,06:37:00,M04,4
T0010,06:38:30,06:39:00,M05,5
T0010,06:40:30,06:41:00,M06,6
T0010,06:42:30,06:43:00,M07,7
T0010,06:45:00,06:45:30,M08,8
T0010,06:47:00,06:47:30,M09,9
T0010,06:50:00,06:50:30,M10,10
T0010,06:52:00,06:52:30,M11,11
T0010,06:54:00,06:54:30,M12,12
T0010,06:56:00,06:56:30,M13,13
T0011,06:40:00,06:40:30,M01,1
T0011,06:42:30,06:43:00,M02,2
T0011,06:44:30,06:45:00,M03,3
T0011,06:46:30,06:47:00,M04,4
T0011,06:48:30,06:49:00,M05,5
T0011,06:50:30,06:51:00,M06,6
T0011,06:52:30,06:53:00,M07,7
T0011,06:55:00,06:55:30,M08,8
T0011,06:57:00,06:57:30,M09,9
T0011,07:00:00,07:00:30,M10,10
T0011,07:02:00,07:02:30,M11,11
T0011,07:04:00,07:04:30,M12,12
T0011,07:06:00,07:06:30,M13,13
T0012,06:50:00,06:50:30,M01,1
T0012,06:52:30,06:53:00,M02,2
T0012,06:54:30,06:55:00,M03,3
T0012,06:56:30,06:57:00,M04,4
T0012,06:58:30,06:59:00,M05,5
T0012,07:00:30,07:01:00,M06,6
T0012,07:02:30,07:03:00,M07,7
T0012,07:05:00,07:05:30,M08,8
T0012,07:07:00,07:07:30,M09,9
T0012,07:10:00,07:10:30,M10,10
T0012,07:12:00,07:12:30,M11,11
T0012,07:14:00,07:14:30,M12,12
T0012,07:16:00,07:16:30,M13,13
T0013,07:00:00,07:00:30,M01,1
T0013,07:02:30,07:03:00,M02,2
T0013,07:04:30,07:05:00,M03,3
T0013,07:06:30,07:07:00,M04,4
T0013,07:08:30,07:09:00,M05,5
T0013,07:10:30,07:11:00,M06,6
T0013,07:12:30,07:13:00,M07,7
T0013,07:15:00,07:15:30,M08,8
T0013,07:17:00,07:17:30,M09,9
T0013,07:20:00,07:20:30,M10,10
T0013,07:22:00,07:22:30,M11,11
T0013,07:24:00,07:24:30,M12,12
T0013,07:26:00,07:26:30,M13,13
T0014,07:10:00,07:10:30,M01,1
T0014,07:12:30,07:13:00,M02,2
T0014,07:14:30,07:15:00,M03,3
T0014,07:16:30,07:17:00,M04,4
T0014,07:18:30,07:19:00,M05,5
T0014,07:20:30,07:21:00,M06,6
T0014,07:22:30,07:23:00,M07,7
T0014,07:25:00,07:25:30,M08,8
T0014,07:27:00,07:27:30,M09,9
T0014,07:30:00,07:30:30,M10,10
T0014,07:32:00,07:32:30,M11,11
T0014,07:34:00,07:34:30,M12,12
T0014,07:36:00,07:36:30,M13,13
T0015,07:20:00,07:20:30,M01,1
T0015,07:22:30,07:23:00,M02,2
T0015,07:24:30,07:25:00,M03,3
T0015,07:26:30,07:27:00,M04,4
T0015,07:28:30,07:29:00,M05,5
T0015,07:30:30,07:31:00,M06,6
T0015,07:32:30,07:33:00,M07,7
T0015,07:35:00,07:35:30,M08,8
T0015,07:37:00,07:37:30,M09,9
T0015,07:40:00,07:40:30,M10,10
T0015,07:42:00,07:42:30,M11,11
T0015,07:44:00,07:44:30,M12,12
T0015,07:46:00,07:46:30,M13,13
T0016,07:30:00,07:30:30,M01,1
T0016,07:32:30,07:33:00,M02,2
T0016,07:34:30,07:35:00,M03,3
T0016,07:36:30,07:37:00,M04,4
T0016,07:38:30,07:39:00,M05,5
T0016,07:40:30,07:41:00,M06,6
T0016,07:42:30,07:43:00,M07,7
T0016,07:45:00,07:45:30,M08,8
T0016,07:47:00,07:47:30,M09,9
T0016,07:50:00,07:50:30,M10,10
T0016,07:52:00,07:52:30,M11,11
T0016,07:54:00,07:54:30,M12,12
T0016,07:56:00,07:56:30,M13,13
T0017,07:40:00,07:40:30,M01,1
T0017,07:42:30,07:43:00,M02,2
T0017,07:44:30,07:45:00,M03,3
T0017,07:46:30,07:47:00,M04,4
T0017,07:48:30,07:49:00,M05,5
T0017,07:50:30,07:51:00,M06,6
T0017,07:52:30,07:53:00,M07,7
T0017,07:55:00,07:55:30,M08,8
T0017,07:57:00,07:57:30,M09,9
T0017,08:00:00,08:00:30,M10,10
T0017,08:02:00,08:02:30,M11,11
T0017,08:04:00,08:04:30,M12,12
T0017,08:06:00,08:06:30,M13,13
T0018,07:50:00,07:50:30,M01,1
T0018,07:52:30,07:53:00,M02,2
T0018,07:54:30,07:55:00,M03,3
T0018,07:56:30,07:57:00,M04,4
T0018,07:58:30,07:59:00,M05,5
T0018,08:00:30,08:01:00,M06,6
T0018,08:02:30,08:03:00,M07,7
T0018,08:05:00,08:05:30,M08,8
T0018,08:07:00,08:07:30,M09,9
T0018,08:10:00,08:10:30,M10,10
T0018,08:12:00,08:12:30,M11,11
T0018,08:14:00,08:14:30,M12,12
T0018,08:16:00,08:16:30,M13,13
T0019,08:00:00,08:00:30,M01,1
T0019,08:02:30,08:03:00,M02,2
T0019,08:04:30,08:05:00,M03,3
T0019,08:06:30,08:07:00,M04,4
T0019,08:08:30,08:09:00,M05,5
T0019,08:10:30,08:11:00,M06,6
T0019,08:12:30,08:13:00,M07,7
T0019,08:15:00,08:15:30,M08,8
T0019,08:17:00,08:17:30,M09,9
T0019,08:20:00,08:20:30,M10,10
T0019,08:22:00,08:22:30,M11,11
T0019,08:24:00,08:24:30,M12,12
T0019,08:26:00,08:26:30,M13,13
T0020,08:10:00,08:10:30,M01,1
T0020,08:12:30,08:13:00,M02,2
T0020,08:14:30,08:15:00,M03,3
T0020,08:16:30,08:17:00,M04,4
T0020,08:18:30,08:19:00,M05,5
T0020,08:20:30,08:21:00,M06,6
T0020,08:22:30,08:23:00,M07,7
T0020,08:25:00,08:25:30,M08,8
T0020,08:27:00,08:27:30,M09,9
T0020,08:30:00,08:30:30,M10,10
T0020,08:32:00,08:32:30,M11,11
T0020,08:34:00,08:34:30,M12,12
T0020,08:36:00,08:36:30,M13,13
T0021,08:20:00,08:20:30,M01,1
T0021,08:22:30,08:23:00,M02,2
T0021,08:24:30,08:25:00,M03,3
T0021,08:26:30,08:27:00,M04,4
T0021,08:28:30,08:29:00,M05,5
T0021,08:30:30,08:31:00,M06,6
T0021,08:32:30,08:33:00,M07,7
T0021,08:35:00,08:35:30,M08,8
T0021,08:37:00,08:37:30,M09,9
T0021,08:40:00,08:40:30,M10,10
T0021,08:42:00,08:42:30,M11,11
T0021,08:44:00,08:44:30,M12,12
T0021,08:46:00,08:46:30,M13,13
T0022,08:30:00,08:30:30,M01,1
T0022,08:32:30,08:33:00,M02,2
T0022,08:34:30,08:35:00,M03,3
T0022,08:36:30,08:37:00,M04,4
T0022,08:38:30,08:39:00,M05,5
T0022,08:40:30,08:41:00,M06,6
T0022,08:42:30,08:43:00,M07,7
T0022,08:45:00,08:45:30,M08,8
T0022,08:47:00,08:47:30,M09,9
T0022,08:50:00,08:50:30,M10,10
T0022,08:52:00,08:52:30,M11,11
T0022,08:54:00,08:54:30,M12,12
T0022,08:56:00,08:56:30,M13,13
T0023,08:40:00,08:40:30,M01,1
T0023,08:42:30,08:43:00,M02,2
T0023,08:44:30,08:45:00,M03,3
T0023,08:46:30,08:47:00,M04,4
T0023,08:48:30,08:49:00,M05,5
T0023,08:50:30,08:51:00,M06,6
T0023,08:52:30,08:53:00,M07,7
T0023,08:55:00,08:55:30,M08,8
T0023,08:57:00,08:57:30,M09,9
T0023,09:00:00,09:00:30,M10,10
T0023,09:02:00,09:02:30,M11,11
T0023,09:04:00,09:04:30,M12,12
T0023,09:06:00,09:06:30,M13,13
T0024,08:50:00,08:50:30,M01,1
T0024,08:52:30,08:53:00,M02,2
T0024,08:54:30,08:55:00,M03,3
T0024,08:56:30,08:57:00,M04,4
T0024,08:58:30,08:59:00,M05,5
T0024,09:00:30,09:01:00,M06,6
T0024,09:02:30,09:03:00,M07,7
T0024,09:05:00,09:05:30,M08,8
T0024,09:07:00,09:07:30,M09,9
T0024,09:10:00,09:10:30,M10,10
T0024,09:12:00,09:12:30,M11,11
T0024,09:14:00,09:14:30,M12,12
T0024,09:16:00,09:16:30,M13,13
T0025,09:00:00,09:00:30,M01,1
T0025,09:02:30,09:03:00,M02,2
T0025,09:04:30,09:05:00,M03,3
T0025,09:06:30,09:07:00,M04,4
T0025,09:08:30,09:09:00,M05,5
T0025,09:10:30,09:11:00,M06,6
T0025,09:12:30,09:13:00,M07,7
T0025,09:15:00,09:15:30,M08,8
T0025,09:17:00,09:17:30,M09,9
T0025,09:20:00,09:20:30,M10,10
T0025,09:22:00,09:22:30,M11,11
T0025,09:24:00,09:24:30,M12,12
T0025,09:26:00,09:26:30,M13,13
T0026,09:10:00,09:10:30,M01,1
T0026,09:12:30,09:13:00,M02,2
T0026,09:14:30,09:15:00,M03,3
T0026,09:16:30,09:17:00,M04,4
T0026,09:18:30,09:19:00,M05,5
T0026,09:20:30,09:21:00,M06,6
T0026,09:22:30,09:23:00,M07,7
T0026,09:25:00,09:25:30,M08,8
T0026,09:27:00,09:27:30,M09,9
T0026,09:30:00,09:30:30,M10,10
T0026,09:32:00,09:32:30,M11,11
T0026,09:34:00,09:34:30,M12,12
T0026,09:36:00,09:36:30,M13,13
T0027,09:20:00,09:20:30,M01,1
T0027,09:22:30,09:23:00,M02,2
T0027,09:24:30,09:25:00,M03,3
T0027,09:26:30,09:27:00,M04,4
T0027,09:28:30,09:29:00,M05,5
T0027,09:30:30,09:31:00,M06,6
T0027,09:32:30,09:33:00,M07,7
T0027,09:35:00,09:35:30,M08,8
T0027,09:37:00,09:37:30,M09,9
T0027,09:40:00,09:40:30,M10,10
T0027,09:42:00,09:42:30,M11,11
T0027,09:44:00,09:44:30,M12,12
T0027,09:46:00,09:46:30,M13,13
T0028,09:30:00,09:30:30,M01,1
T0028,09:32:30,09:33:00,M02,2
T0028,09:34:30,09:35:00,M03,3
T0028,09:36:30,09:37:00,M04,4
T0028,09:38:30,09:39:00,M05,5
T0028,09:40:30,09:41:00,M06,6
T0028,09:42:30,09:43:00,M07,7
T0028,09:45:00,09:45:30,M08,8
T0028,09:47:00,09:47:30,M09,9
T0028,09:50:00,09:50:30,M10,10
T0028,09:52:00,09:52:30,M11,11
T0028,09:54:00,09:54:30,M12,12
T0028,09:56:00,09:56:30,M13,13
T0029,09:40:00,09:40:30,M01,1
T0029,09:42:30,09:43:00,M02,2
T0029,09:44:30,09:45:00,M03,3
T0029,09:46:30,09:47:00,M04,4
T0029,09:48:30,09:49:00,M05,5
T0029,09:50:30,09:51:00,M06,6
T0029,09:52:30,09:53:00,M07,7
T0029,09:55:00,09:55:30,M08,8
T0029,09:57:00,09:57:30,M09,9
T0029,10:00:00,10:00:30,M10,10
T0029,10:02:00,10:02:30,M11,11
T0029,10:04:00,10:04:30,M12,12
T0029,10:06:00,10:06:30,M13,13
T0030,09:50:00,09:50:30,M01,1
T0030,09:52:30,09:53:00,M02,2
T0030,09:54:30,09:55:00,M03,3
T0030,09:56:30,09:57:00,M04,4
T0030,09:58:30,09:59:00,M05,5
T0030,10:00:30,10:01:00,M06,6
T0030,10:02:30,10:03:00,M07,7
T0030,10:05:00,10:05:30,M08,8
T0030,10:07:00,10:07:30,M09,9
T0030,10:10:00,10:10:30,M10,10
T0030,10:12:00,10:12:30,M11,11
T0030,10:14:00,10:14:30,M12,12
T0030,10:16:00,10:16:30,M13,13
T0031,10:00:00,10:00:30,M01,1
T0031,10:02:30,10:03:00,M02,2
T0031,10:04:30,10:05:00,M03,3
T0031,10:06:30,10:07:00,M04,4
T0031,10:08:30,10:09:00,M05,5
T0031,10:10:30,10:11:00,M06,6
T0031,10:12:30,10:13:00,M07,7
T0031,10:15:00,10:15:30,M08,8
T0031,10:17:00,10:17:30,M09,9
T0031,10:20:00,10:20:30,M10,10
T0031,10:22:00,10:22:30,M11,11
T0031,10:24:00,10:24:30,M12,12
T0031,10:26:00,10:26:30,M13,13
T0032,10:10:00,10:10:30,M01,1
T0032,10:12:30,10:13:00,M02,2
T0032,10:14:30,10:15:00,M03,3
T0032,10:16:30,10:17:00,M04,4
T0032,10:18:30,10:19:00,M05,5
T0032,10:20:30,10:21:00,M06,6
T0032,10:22:30,10:23:00,M07,7
T0032,10:25:00,10:25:30,M08,8
T0032,10:27:00,10:27:30,M09,9
T0032,10:30:00,10:30:30,M10,10
T0032,10:32:00,10:32:30,M11,11
T0032,10:34:00,10:34:30,M12,12
T0032,10:36:00,10:36:30,M13,13
T0033,10:20:00,10:20:30,M01,1
T0033,10:22:30,10:23:00,M02,2
T0033,10:24:30,10:25:00,M03,3
T0033,10:26:30,10:27:00,M04,4
T0033,10:28:30,10:29:00,M05,5
T0033,10:30:30,10:31:00,M06,6
T0033,10:32:30,10:33:00,M07,7
T0033,10:35:00,10:35:30,M08,8
T0033,10:37:00,10:37:30,M09,9
T0033,10:40:00,10:40:30,M10,10
T0033,10:42:00,10:42:30,M11,11
T0033,10:44:00,10:44:30,M12,12
T0033,10:46:00,10:46:30,M13,13
T0034,10:30:00,10:30:30,M01,1
T0034,10:32:30,10:33:00,M02,2
T0034,10:34:30,10:35:00,M03,3
T0034,10:36:30,10:37:00,M04,4
T0034,10:38:30,10:39:00,M05,5
T0034,10:40:30,10:41:00,M06,6
T0034,10:42:30,10:43:00,M07,7
T0034,10:45:00,10:45:30,M08,8
T0034,10:47:00,10:47:30,M09,9
T0034,10:50:00,10:50:30,M10,10
T0034,10:52:00,10:52:30,M11,11
T0034,10:54:00,10:54:30,M12,12
T0034,10:56:00,10:56:30,M13,13
T0035,10:40:00,10:40:30,M01,1
T0035,10:42:30,10:43:00,M02,2
T0035,10:44:30,10:45:00,M03,3
T0035,10:46:30,10:47:00,M04,4
T0035,10:48:30,10:49:00,M05,5
T0035,10:50:30,10:51:00,M06,6
T0035,10:52:30,10:53:00,M07,7
T0035,10:55:00,10:55:30,M08,8
T0035,10:57:00,10:57:30,M09,9
T0035,11:00:00,11:00:30,M10,10
T0035,11:02:00,11:02:30,M11,11
T0035,11:04:00,11:04:30,M12,12
T0035,11:06:00,11:06:30,M13,13
T0036,10:50:00,10:50:30,M01,1
T0036,10:52:30,10:53:00,M02,2
T0036,10:54:30,10:55:00,M03,3
T0036,10:56:30,10:57:00,M04,4
T0036,10:58:30,10:59:00,M05,5
T0036,11:00:30,11:01:00,M06,6
T0036,11:02:30,11:03:00,M07,7
T0036,11:05:00,11:05:30,M08,8
T0036,11:07:00,11:07:30,M09,9
T0036,11:10:00,11:10:30,M10,10
T0036,11:12:00,11:12:30,M11,11
T0036,11:14:00,11:14:30,M12,12
T0036,11:16:00,11:16:30,M13,13
T0037,11:00:00,11:00:30,M01,1
T0037,11:02:30,11:03:00,M02,2
T0037,11:04:30,11:05:00,M03,3
T0037,11:06:30,11:07:00,M04,4
T0037,11:08:30,11:09:00,M05,5
T0037,11:10:30,11:11:00,M06,6
T0037,11:12:30,11:13:00,M07,7
T0037,11:15:00,11:15:30,M08,8
T0037,11:17:00,11:17:30,M09,9
T0037,11:20:00,11:20:30,M10,10
T0037,11:22:00,11:22:30,M11,11
T0037,11:24:00,11:24:30,M12,12
T0037,11:26:00,11:26:30,M13,13
T0038,11:10:00,11:10:30,M01,1
T0038,11:12:30,11:13:00,M02,2
T0038,11:14:30,11:15:00,M03,3
T0038,11:16:30,11:17:00,M04,4
T0038,11:18:30,11:19:00,M05,5
T0038,11:20:30,11:21:00,M06,6
T0038,11:22:30,11:23:00,M07,7
T0038,11:25:00,11:25:30,M08,8
T0038,11:27:00,11:27:30,M09,9
T0038,11:30:00,11:30:30,M10,10
T0038,11:32:00,11:32:30,M11,11
T0038,11:34:00,11:34:30,M12,12
T0038,11:36:00,11:36:30,M13,13
T0039,11:20:00,11:20:30,M01,1
T0039,11:22:30,11:23:00,M02,2
T0039,11:24:30,11:25:00,M03,3
T0039,11:26:30,11:27:00,M04,4
T0039,11:28:30,11:29:00,M05,5
T0039,11:30:30,11:31:00,M06,6
T0039,11:32:30,11:33:00,M07,7
T0039,11:35:00,11:35:30,M08,8
T0039,11:37:00,11:37:30,M09,9
T0039,11:40:00,11:40:30,M10,10
T0039,11:42:00,11:42:30,M11,11
T0039,11:44:00,11:44:30,M12,12
T0039,11:46:00,11:46:30,M13,13
T0040,11:30:00,11:30:30,M01,1
T0040,11:32:30,11:33:00,M02,2
T0040,11:34:30,11:35:00,M03,3
T0040,11:36:30,11:37:00,M04,4
T0040,11:38:30,11:39:00,M05,5
T0040,11:40:30,11:41:00,M06,6
T0040,11:42:30,11:43:00,M07,7
T0040,11:45:00,11:45:30,M08,8
T0040,11:47:00,11:47:30,M09,9
T0040,11:50:00,11:50:30,M10,10
T0040,11:52:00,11:52:30,M11,11
T0040,11:54:00,11:54:30,M12,12
T0040,11:56:00,11:56:30,M13,13
T0041,11:40:00,11:40:30,M01,1
T0041,11:42:30,11:43:00,M02,2
T0041,11:44:30,11:45:00,M03,3
T0041,11:46:30,11:47:00,M04,4
T0041,11:48:30,11:49:00,M05,5
T0041,11:50:30,11:51:00,M06,6
T0041,11:52:30,11:53:00,M07,7
T0041,11:55:00,11:55:30,M08,8
T0041,11:57:00,11:57:30,M09,9
T0041,12:00:00,12:00:30,M10,10
T0041,12:02:00,12:02:30,M11,11
T0041,12:04:00,12:04:30,M12,12
T0041,12:06:00,12:06:30,M13,13
T0042,11:50:00,11:50:30,M01,1
T0042,11:52:30,11:53:00,M02,2
T0042,11:54:30,11:55:00,M03,3
T0042,11:56:30,11:57:00,M04,4
T0042,11:58:30,11:59:00,M05,5
T0042,12:00:30,12:01:00,M06,6
T0042,12:02:30,12:03:00,M07,7
T0042,12:05:00,12:05:30,M08,8
T0042,12:07:00,12:07:30,M09,9
T0042,12:10:00,12:10:30,M10,10
T0042,12:12:00,12:12:30,M11,11
T0042,12:14:00,12:14:30,M12,12
T0042,12:16:00,12:16:30,M13,13
T0043,12:00:00,12:00:30,M01,1
T0043,12:02:30,12:03:00,M02,2
T0043,12:04:30,12:05:00,M03,3
T0043,12:06:30,12:07:00,M04,4
T0043,12:08:30,12:09:00,M05,5
T0043,12:10:30,12:11:00,M06,6
T0043,12:12:30,12:13:00,M07,7
T0043,12:15:00,12:15:30,M08,8
T0043,12:17:00,12:17:30,M09,9
T0043,12:20:00,12:20:30,M10,10
T0043,12:22:00,12:22:30,M11,11
T0043,12:24:00,12:24:30,M12,12
T0043,12:26:00,12:26:30,M13,13
T0044,12:10:00,12:10:30,M01,1
T0044,12:12:30,12:13:00,M02,2
T0044,12:14:30,12:15:00,M03,3
T0044,12:16:30,12:17:00,M04,4
T0044,12:18:30,12:19:00,M05,5
T0044,12:20:30,12:21:00,M06,6
T0044,12:22:30,12:23:00,M07,7
T0044,12:25:00,12:25:30,M08,8
T0044,12:27:00,12:27:30,M09,9
T0044,12:30:00,12:30:30,M10,10
T0044,12:32:00,12:32:30,M11,11
T0044,12:34:00,12:34:30,M12,12
T0044,12:36:00,12:36:30,M13,13
T0045,12:20:00,12:20:30,M01,1
T0045,12:22:30,12:23:00,M02,2
T0045,12:24:30,12:25:00,M03,3
T0045,12:26:30,12:27:00,M04,4
T0045,12:28:30,12:29:00,M05,5
T0045,12:30:30,12:31:00,M06,6
T0045,12:32:30,12:33:00,M07,7
T0045,12:35:00,12:35:30,M08,8
T0045,12:37:00,12:37:30,M09,9
T0045,12:40:00,12:40:30,M10,10
T0045,12:42:00,12:42:30,M11,11
T0045,12:44:00,12:44:30,M12,12
T0045,12:46:00,12:46:30,M13,13
T0046,12:30:00,12:30:30,M01,1
T0046,12:32:30,12:33:00,M02,2
T0046,12:34:30,12:35:00,M03,3
T0046,12:36:30,12:37:00,M04,4
T0046,12:38:30,12:39:00,M05,5
T0046,12:40:30,12:41:00,M06,6
T0046,12:42:30,12:43:00,M07,7
T0046,12:45:00,12:45:30,M08,8
T0046,12:47:00,12:47:30,M09,9
T0046,12:50:00,12:50:30,M10,10
T0046,12:52:00,12:52:30,M11,11
T0046,12:54:00,12:54:30,M12,12
T0046,12:56:00,12:56:30,M13,13
T0047,12:40:00,12:40:30,M01,1
T0047,12:42:30,12:43:00,M02,2
T0047,12:44:30,12:45:00,M03,3
T0047,12:46:30,12:47:00,M04,4
T0047,12:48:30,12:49:00,M05,5
T0047,12:50:30,12:51:00,M06,6
T0047,12:52:30,12:53:00,M07,7
T0047,12:55:00,12:55:30,M08,8
T0047,12:57:00,12:57:30,M09,9
T0047,13:00:00,13:00:30,M10,10
T0047,13:02:00,13:02:30,M11,11
T0047,13:04:00,13:04:30,M12,12
T0047,13:06:00,13:06:30,M13,13
T0048,12:50:00,12:50:30,M01,1
T0048,12:52:30,12:53:00,M02,2
T0048,12:54:30,12:55:00,M03,3
T0048,12:56:30,12:57:00,M04,4
T0048,12:58:30,12:59:00,M05,5
T0048,13:00:30,13:01:00,M06,6
T0048,13:02:30,13:03:00,M07,7
T0048,13:05:00,13:05:30,M08,8
T0048,13:07:00,13:07:30,M09,9
T0048,13:10:00,13:10:30,M10,10
T0048,13:12:00,13:12:30,M11,11
T0048,13:14:00,13:14:30,M12,12
T0048,13:16:00,13:16:30,M13,13
T0049,13:00:00,13:00:30,M01,1
T0049,13:02:30,13:03:00,M02,2
T0049,13:04:30,13:05:00,M03,3
T0049,13:06:30,13:07:00,M04,4
T0049,13:08:30,13:09:00,M05,5
T0049,13:10:30,13:11:00,M06,6
T0049,13:12:30,13:13:00,M07,7
T0049,13:15:00,13:15:30,M08,8
T0049,13:17:00,13:17:30,M09,9
T0049,13:20:00,13:20:30,M10,10
T0049,13:22:00,13:22:30,M11,11
T0049,13:24:00,13:24:30,M12,12
T0049,13:26:00,13:26:30,M13,13
T0050,13:10:00,13:10:30,M01,1
T0050,13:12:30,13:13:00,M02,2
T0050,13:14:30,13:15:00,M03,3
T0050,13:16:30,13:17:00,M04,4
T0050,13:18:30,13:19:00,M05,5
T0050,13:20:30,13:21:00,M06,6
T0050,13:22:30,13:23:00,M07,7
T0050,13:25:00,13:25:30,M08,8
T0050,13:27:00,13:27:30,M09,9
T0050,13:30:00,13:30:30,M10,10
T0050,13:32:00,13:32:30,M11,11
T0050,13:34:00,13:34:30,M12,12
T0050,13:36:00,13:36:30,M13,13
T0051,13:20:00,13:20:30,M01,1
T0051,13:22:30,13:23:00,M02,2
T0051,13:24:30,13:25:00,M03,3
T0051,13:26:30,13:27:00,M04,4
T0051,13:28:30,13:29:00,M05,5
T0051,13:30:30,13:31:00,M06,6
T0051,13:32:30,13:33:00,M07,7
T0051,13:35:00,13:35:30,M08,8
T0051,13:37:00,13:37:30,M09,9
T0051,13:40:00,13:40:30,M10,10
T0051,13:42:00,13:42:30,M11,11
T0051,13:44:00,13:44:30,M12,12
T0051,13:46:00,13:46:30,M13,13
T0052,13:30:00,13:30:30,M01,1
